p0,p1,p2,p3
19,0,2,13
19,0,11,5
19,0,11,6
19,0,11,7
19,0,11,8
19,0,11,9
19,0,11,10
19,0,11,11
19,0,11,12
19,0,7,16
19,0,7,17
19,0,7,18
19,0,11,0
19,0,11,1
19,0,11,2
19,0,11,3
19,0,11,4
19,0,7,8
19,0,7,9
19,0,7,10
19,0,7,11
19,0,7,12
19,0,7,13
19,0,7,14
19,0,7,15
19,0,7,0
19,0,7,1
19,0,7,2
19,0,7,3
19,0,7,4
19,0,7,5
19,0,7,6
19,0,7,7
19,1,0,18
19,1,1,0
19,1,1,1
19,1,1,2
19,1,1,3
19,1,1,4
19,1,1,5
19,1,1,6
19,1,0,10
19,1,0,11
19,1,0,12
19,1,0,13
19,1,0,14
19,1,0,15
19,1,0,16
19,1,0,17
19,1,0,2
19,1,0,3
19,1,0,4
19,1,0,5
19,1,0,6
19,1,0,7
19,1,0,8
19,1,0,9
19,0,11,13
19,0,11,14
19,0,11,15
19,0,11,16
19,0,11,17
19,0,11,18
19,1,0,0
19,1,0,1
19,1,2,12
19,1,2,13
19,1,2,14
19,1,2,15
19,1,2,16
19,1,2,17
19,1,2,18
19,1,6,0
19,1,2,4
19,1,2,5
19,1,2,6
19,1,2,7
19,1,2,8
19,1,2,9
19,1,2,10
19,1,2,11
19,1,1,15
19,1,1,16
19,1,1,17
19,1,1,18
19,1,2,0
19,1,2,1
19,1,2,2
19,1,2,3
19,1,1,7
19,1,1,8
19,1,1,9
19,1,1,10
19,1,1,11
19,1,1,12
19,1,1,13
19,1,1,14
19,1,7,6
19,1,7,7
19,1,7,8
19,1,7,9
19,1,7,10
19,1,7,11
19,1,7,12
19,1,7,13
19,1,6,17
19,1,6,18
19,1,7,0
19,1,7,1
19,1,7,2
19,1,7,3
19,1,7,4
19,1,7,5
19,1,6,9
19,1,6,10
19,1,6,11
19,1,6,12
19,1,6,13
19,1,6,14
19,1,6,15
19,1,6,16
19,1,6,1
19,1,6,2
19,1,6,3
19,1,6,4
19,1,6,5
19,1,6,6
19,1,6,7
19,1,6,8
19,2,0,0
19,2,0,1
19,2,0,2
19,2,0,3
19,2,0,4
19,2,0,5
19,2,0,6
19,2,0,7
19,1,11,11
19,1,11,12
19,1,11,13
19,1,11,14
19,1,11,15
19,1,11,16
19,1,11,17
19,1,11,18
19,1,11,3
19,1,11,4
19,1,11,5
19,1,11,6
19,1,11,7
19,1,11,8
19,1,11,9
19,1,11,10
19,1,7,14
19,1,7,15
19,1,7,16
19,1,7,17
19,1,7,18
19,1,11,0
19,1,11,1
19,1,11,2
19,2,1,13
19,2,1,14
19,2,1,15
19,2,1,16
19,2,1,17
19,2,1,18
19,2,2,0
19,2,2,1
19,2,1,5
19,2,1,6
19,2,1,7
19,2,1,8
19,2,1,9
19,2,1,10
19,2,1,11
19,2,1,12
19,2,0,16
19,2,0,17
19,2,0,18
19,2,1,0
19,2,1,1
19,2,1,2
19,2,1,3
19,2,1,4
19,2,0,8
19,2,0,9
19,2,0,10
19,2,0,11
19,2,0,12
19,2,0,13
19,2,0,14
19,2,0,15
19,2,6,7
19,2,6,8
19,2,6,9
19,2,6,10
19,2,6,11
19,2,6,12
19,2,6,13
19,2,6,14
19,2,2,18
19,2,6,0
19,2,6,1
19,2,6,2
19,2,6,3
19,2,6,4
19,2,6,5
19,2,6,6
19,2,2,10
19,2,2,11
19,2,2,12
19,2,2,13
19,2,2,14
19,2,2,15
19,2,2,16
19,2,2,17
19,2,2,2
19,2,2,3
19,2,2,4
19,2,2,5
19,2,2,6
19,2,2,7
19,2,2,8
19,2,2,9
19,2,11,1
19,2,11,2
19,2,11,3
19,2,11,4
19,2,11,5
19,2,11,6
19,2,11,7
19,2,11,8
19,2,7,12
19,2,7,13
19,2,7,14
19,2,7,15
19,2,7,16
19,2,7,17
19,2,7,18
19,2,11,0
19,2,7,4
19,2,7,5
19,2,7,6
19,2,7,7
19,2,7,8
19,2,7,9
19,2,7,10
19,2,7,11
19,2,6,15
19,2,6,16
19,2,6,17
19,2,6,18
19,2,7,0
19,2,7,1
19,2,7,2
19,2,7,3
19,6,0,14
19,6,0,15
19,6,0,16
19,6,0,17
19,6,0,18
19,6,1,0
19,6,1,1
19,6,1,2
19,6,0,6
19,6,0,7
19,6,0,8
19,6,0,9
19,6,0,10
19,6,0,11
19,6,0,12
19,6,0,13
19,2,11,17
19,2,11,18
19,6,0,0
19,6,0,1
19,6,0,2
19,6,0,3
19,6,0,4
19,6,0,5
19,2,11,9
19,2,11,10
19,2,11,11
19,2,11,12
19,2,11,13
19,2,11,14
19,2,11,15
19,2,11,16
19,6,2,8
19,6,2,9
19,6,2,10
19,6,2,11
19,6,2,12
19,6,2,13
19,6,2,14
19,6,2,15
19,6,2,0
19,6,2,1
19,6,2,2
19,6,2,3
19,6,2,4
19,6,2,5
19,6,2,6
19,6,2,7
19,6,1,11
19,6,1,12
19,6,1,13
19,6,1,14
19,6,1,15
19,6,1,16
19,6,1,17
19,6,1,18
19,6,1,3
19,6,1,4
19,6,1,5
19,6,1,6
19,6,1,7
19,6,1,8
19,6,1,9
19,6,1,10
19,6,7,2
19,6,7,3
19,6,7,4
19,6,7,5
19,6,7,6
19,6,7,7
19,6,7,8
19,6,7,9
19,6,6,13
19,6,6,14
19,6,6,15
19,6,6,16
19,6,6,17
19,6,6,18
19,6,7,0
19,6,7,1
19,6,6,5
19,6,6,6
19,6,6,7
19,6,6,8
19,6,6,9
19,6,6,10
19,6,6,11
19,6,6,12
19,6,2,16
19,6,2,17
19,6,2,18
19,6,6,0
19,6,6,1
19,6,6,2
19,6,6,3
19,6,6,4
19,6,11,15
19,6,11,16
19,6,11,17
19,6,11,18
19,7,0,0
19,7,0,1
19,7,0,2
19,7,0,3
19,6,11,7
19,6,11,8
19,6,11,9
19,6,11,10
19,6,11,11
19,6,11,12
19,6,11,13
19,6,11,14
19,6,7,18
19,6,11,0
19,6,11,1
19,6,11,2
19,6,11,3
19,6,11,4
19,6,11,5
19,6,11,6
19,6,7,10
19,6,7,11
19,6,7,12
19,6,7,13
19,6,7,14
19,6,7,15
19,6,7,16
19,6,7,17
19,7,1,9
19,7,1,10
19,7,1,11
19,7,1,12
19,7,1,13
19,7,1,14
19,7,1,15
19,7,1,16
19,7,1,1
19,7,1,2
19,7,1,3
19,7,1,4
19,7,1,5
19,7,1,6
19,7,1,7
19,7,1,8
19,7,0,12
19,7,0,13
19,7,0,14
19,7,0,15
19,7,0,16
19,7,0,17
19,7,0,18
19,7,1,0
19,7,0,4
19,7,0,5
19,7,0,6
19,7,0,7
19,7,0,8
19,7,0,9
19,7,0,10
19,7,0,11
19,7,6,3
19,7,6,4
19,7,6,5
19,7,6,6
19,7,6,7
19,7,6,8
19,7,6,9
19,7,6,10
19,7,2,14
19,7,2,15
19,7,2,16
19,7,2,17
19,7,2,18
19,7,6,0
19,7,6,1
19,7,6,2
19,7,2,6
19,7,2,7
19,7,2,8
19,7,2,9
19,7,2,10
19,7,2,11
19,7,2,12
19,7,2,13
19,7,1,17
19,7,1,18
19,7,2,0
19,7,2,1
19,7,2,2
19,7,2,3
19,7,2,4
19,7,2,5
19,7,7,16
19,7,7,17
19,7,7,18
19,7,11,0
19,7,11,1
19,7,11,2
19,7,11,3
19,7,11,4
19,7,7,8
19,7,7,9
19,7,7,10
19,7,7,11
19,7,7,12
19,7,7,13
19,7,7,14
19,7,7,15
19,7,7,0
19,7,7,1
19,7,7,2
19,7,7,3
19,7,7,4
19,7,7,5
19,7,7,6
19,7,7,7
19,7,6,11
19,7,6,12
19,7,6,13
19,7,6,14
19,7,6,15
19,7,6,16
19,7,6,17
19,7,6,18
19,11,0,10
19,11,0,11
19,11,0,12
19,11,0,13
19,11,0,14
19,11,0,15
19,11,0,16
19,11,0,17
19,11,0,2
19,11,0,3
19,11,0,4
19,11,0,5
19,11,0,6
19,11,0,7
19,11,0,8
19,11,0,9
19,7,11,13
19,7,11,14
19,7,11,15
19,7,11,16
19,7,11,17
19,7,11,18
19,11,0,0
19,11,0,1
19,7,11,5
19,7,11,6
19,7,11,7
19,7,11,8
19,7,11,9
19,7,11,10
19,7,11,11
19,7,11,12
19,11,2,4
19,11,2,5
19,11,2,6
19,11,2,7
19,11,2,8
19,11,2,9
19,11,2,10
19,11,2,11
19,11,1,15
19,11,1,16
19,11,1,17
19,11,1,18
19,11,2,0
19,11,2,1
19,11,2,2
19,11,2,3
19,11,1,7
19,11,1,8
19,11,1,9
19,11,1,10
19,11,1,11
19,11,1,12
19,11,1,13
19,11,1,14
19,11,0,18
19,11,1,0
19,11,1,1
19,11,1,2
19,11,1,3
19,11,1,4
19,11,1,5
19,11,1,6
19,11,11,11
19,11,11,12
19,11,11,13
19,11,11,14
19,11,11,15
19,11,11,16
19,11,11,17
14,0,0,7
19,11,11,3
19,11,11,4
19,11,11,5
19,11,11,6
19,11,11,7
19,11,11,8
19,11,11,9
19,11,11,10
19,11,7,14
19,11,7,15
19,11,7,16
19,11,7,17
19,11,7,18
19,11,11,0
19,11,11,1
19,11,11,2
19,11,7,6
19,11,7,7
19,11,7,8
19,11,7,9
19,11,7,10
19,11,7,11
19,11,7,12
19,11,7,13
14,0,1,13
14,0,1,14
14,0,1,15
14,0,1,16
14,0,1,17
14,0,1,18
14,0,2,0
14,0,2,1
14,0,1,5
14,0,1,6
14,0,1,7
14,0,1,8
14,0,1,9
14,0,1,10
14,0,1,11
14,0,1,12
14,0,0,16
14,0,0,17
14,0,0,18
14,0,1,0
14,0,1,1
14,0,1,2
14,0,1,3
14,0,1,4
14,0,0,8
14,0,0,9
14,0,0,10
14,0,0,11
14,0,0,12
14,0,0,13
14,0,0,14
14,0,0,15
